DU2076 Bonus Cap Certificate — N=200-Step Binomial Tree
Date      : 2025-09-04
S0        : 1707.93 EUR
K (cap)   : 2000.00 EUR
B (barrier): 1050.00 EUR
sigma     : 0.3898  (38.98% p.a.)
r         : 0.0334  (3.34% p.a.)
T         : 1.7851 years
dt        : 0.008925 years
u         : 1.037515
d         : 0.963842
q (risk-neutral prob): 0.494186
Total nodes: 20,301
======================================================================
  Step  UpMoves      S(n,j) EUR   V_cert(n,j) EUR  Status
    82       14        233.7670          232.4413  KNOCKED OUT
    82       15        251.6353          250.2083  KNOCKED OUT
    82       16        270.8694          269.3333  KNOCKED OUT
    82       17        291.5737          289.9201  KNOCKED OUT
    82       18        313.8606          312.0805  KNOCKED OUT
    82       19        337.8509          335.9347  KNOCKED OUT
    82       20        363.6751          361.6119  KNOCKED OUT
    82       21        391.4731          389.2511  KNOCKED OUT
    82       22        421.3959          419.0016  KNOCKED OUT
    82       23        453.6059          451.0230  KNOCKED OUT
    82       24        488.2779          485.4854  KNOCKED OUT
    82       25        525.6001          522.5687  KNOCKED OUT
    82       26        565.7751          562.4606  KNOCKED OUT
    82       27        609.0209          605.3529  KNOCKED OUT
    82       28        655.5723          651.4350  KNOCKED OUT
    82       29        705.6819          700.8843  KNOCKED OUT
    82       30        759.6217          753.8514  KNOCKED OUT
    82       31        817.6845          810.4400  KNOCKED OUT
    82       32        880.1853          870.6822  KNOCKED OUT
    82       33        947.4636          934.5083  KNOCKED OUT
    82       34       1019.8843         1001.7150  KNOCKED OUT
    82       35       1097.8406         1118.3343  alive
    82       36       1181.7556         1235.9632  alive
    82       37       1272.0848         1350.4193  alive
    82       38       1369.3184         1457.8884  alive
    82       39       1473.9842         1555.2894  alive
    82       40       1586.6502         1640.5156  alive
    82       41       1707.9281         1712.5235  alive
    82       42       1838.4760         1771.2761  alive
    82       43       1979.0025         1817.5712  alive
    82       44       2130.2704         1852.8004  alive
    82       45       2293.1007         1878.6892  alive
    82       46       2468.3771         1897.0596  alive
    82       47       2657.0510         1909.6451  alive
    82       48       2860.1465         1917.9684  alive
    82       49       3078.7658         1923.2809  alive
    82       50       3314.0957         1926.5528  alive
    82       51       3567.4133         1928.4966  alive
    82       52       3840.0936         1929.6102  alive
    82       53       4133.6166         1930.2252  alive
    82       54       4449.5755         1930.5526  alive
    82       55       4789.6851         1930.7204  alive
    82       56       5155.7915         1930.8032  alive
    82       57       5549.8817         1930.8425  alive
    82       58       5974.0948         1930.8605  alive
    82       59       6430.7333         1930.8684  alive
    82       60       6922.2755         1930.8717  alive
    82       61       7451.3895         1930.8731  alive
    82       62       8020.9470         1930.8736  alive
    82       63       8634.0395         1930.8738  alive
    82       64       9293.9946         1930.8739  alive
    82       65      10004.3943         1930.8739  alive
    82       66      10769.0944         1930.8739  alive
    82       67      11592.2455         1930.8739  alive
    82       68      12478.3152         1930.8739  alive
    82       69      13432.1130         1930.8739  alive
    82       70      14458.8157         1930.8739  alive
    82       71      15563.9958         1930.8739  alive
    82       72      16753.6520         1930.8739  alive
    82       73      18034.2412         1930.8739  alive
    82       74      19412.7140         1930.8739  alive
    82       75      20896.5525         1930.8739  alive
    82       76      22493.8102         1930.8739  alive
    82       77      24213.1565         1930.8739  alive
    82       78      26063.9236         1930.8739  alive
    82       79      28056.1566         1930.8739  alive
    82       80      30200.6689         1930.8739  alive
    82       81      32509.0999         1930.8739  alive
    82       82      34993.9792         1930.8739  alive
    83        0         80.3437           79.8919  KNOCKED OUT
    83        1         86.4848           85.9985  KNOCKED OUT
    83        2         93.0954           92.5719  KNOCKED OUT
    83        3        100.2113           99.6478  KNOCKED OUT
    83        4        107.8711          107.2645  KNOCKED OUT
    83        5        116.1164          115.4635  KNOCKED OUT
    83        6        124.9919          124.2891  KNOCKED OUT
    83        7        134.5459          133.7893  KNOCKED OUT
    83        8        144.8301          144.0157  KNOCKED OUT
    83        9        155.9004          155.0237  KNOCKED OUT
    83       10        167.8168          166.8732  KNOCKED OUT
    83       11        180.6441          179.6283  KNOCKED OUT
    83       12        194.4519          193.3585  KNOCKED OUT
    83       13        209.3151          208.1381  KNOCKED OUT
    83       14        225.3144          224.0475  KNOCKED OUT
    83       15        242.5367          241.1728  KNOCKED OUT
    83       16        261.0753          259.6072  KNOCKED OUT
    83       17        281.0310          279.4507  KNOCKED OUT
    83       18        302.5120          300.8108  KNOCKED OUT
    83       19        325.6349          323.8036  KNOCKED OUT
    83       20        350.5253          348.5538  KNOCKED OUT
    83       21        377.3182          375.1953  KNOCKED OUT
    83       22        406.1590          403.8724  KNOCKED OUT
    83       23        437.2044          434.7395  KNOCKED OUT
    83       24        470.6227          467.9617  KNOCKED OUT
    83       25        506.5954          503.7143  KNOCKED OUT
    83       26        545.3177          542.1820  KNOCKED OUT
    83       27        586.9999          583.5557  KNOCKED OUT
    83       28        631.8681          628.0281  KNOCKED OUT
    83       29        680.1658          675.7856  KNOCKED OUT
    83       30        732.1552          726.9964  KNOCKED OUT
    83       31        788.1186          781.7930  KNOCKED OUT
    83       32        848.3595          840.2500  KNOCKED OUT
    83       33        913.2051          902.3558  KNOCKED OUT
    83       34        983.0072          967.9812  KNOCKED OUT
    83       35       1058.1448         1060.2398  alive
    83       36       1139.0256         1178.4704  alive
    83       37       1226.0886         1295.5543  alive
    83       38       1319.8064         1407.3899  alive
    83       39       1420.6877         1510.4545  alive
    83       40       1529.2800         1602.1175  alive
    83       41       1646.1727         1680.8069  alive
    83       42       1772.0002         1746.0195  alive
    83       43       1907.4456         1798.1956  alive
    83       44       2053.2439         1838.4993  alive
    83       45       2210.1865         1868.5559  alive
    83       46       2379.1253         1890.1943  alive
    83       47       2560.9771         1905.2309  alive
    83       48       2756.7290         1915.3152  alive
    83       49       2967.4435         1921.8410  alive
    83       50       3194.2643         1925.9150  alive
    83       51       3438.4224         1928.3679  alive
    83       52       3701.2431         1929.7918  alive
    83       53       3984.1529         1930.5884  alive
    83       54       4288.6873         1931.0179  alive
    83       55       4616.4992         1931.2409  alive
    83       56       4969.3679         1931.3523  alive
    83       57       5349.2086         1931.4059  alive
    83       58       5758.0830         1931.4307  alive
    83       59       6198.2103         1931.4417  alive
    83       60       6671.9793         1931.4464  alive
    83       61       7181.9615         1931.4484  alive
    83       62       7730.9249         1931.4491  alive
    83       63       8321.8492         1931.4494  alive
    83       64       8957.9416         1931.4495  alive
