DU2076 Bonus Cap Certificate — N=200-Step Binomial Tree
Date      : 2025-09-04
S0        : 1707.93 EUR
K (cap)   : 2000.00 EUR
B (barrier): 1050.00 EUR
sigma     : 0.3898  (38.98% p.a.)
r         : 0.0334  (3.34% p.a.)
T         : 1.7851 years
dt        : 0.008925 years
u         : 1.037515
d         : 0.963842
q (risk-neutral prob): 0.494186
Total nodes: 20,301
======================================================================
  Step  UpMoves      S(n,j) EUR   V_cert(n,j) EUR  Status
    34        2        565.7751          560.5320  KNOCKED OUT
    34        3        609.0209          602.9266  KNOCKED OUT
    34        4        655.5723          648.2955  KNOCKED OUT
    34        5        705.6819          696.7347  KNOCKED OUT
    34        6        759.6217          748.2970  KNOCKED OUT
    34        7        817.6845          802.9763  KNOCKED OUT
    34        8        880.1853          860.6916  KNOCKED OUT
    34        9        947.4636          921.2699  KNOCKED OUT
    34       10       1019.8843          984.4317  KNOCKED OUT
    34       11       1097.8406         1080.1651  alive
    34       12       1181.7556         1177.1788  alive
    34       13       1272.0848         1273.0779  alive
    34       14       1369.3184         1365.5446  alive
    34       15       1473.9842         1452.5101  alive
    34       16       1586.6502         1532.2928  alive
    34       17       1707.9281         1603.6909  alive
    34       18       1838.4760         1666.0210  alive
    34       19       1979.0025         1719.1035  alive
    34       20       2130.2704         1763.2055  alive
    34       21       2293.1007         1798.9511  alive
    34       22       2468.3771         1827.2155  alive
    34       23       2657.0510         1849.0178  alive
    34       24       2860.1465         1865.4237  alive
    34       25       3078.7658         1877.4659  alive
    34       26       3314.0957         1886.0879  alive
    34       27       3567.4133         1892.1088  alive
    34       28       3840.0936         1896.2092  alive
    34       29       4133.6166         1898.9325  alive
    34       30       4449.5755         1900.6961  alive
    34       31       4789.6851         1901.8095  alive
    34       32       5155.7915         1902.4947  alive
    34       33       5549.8817         1902.9058  alive
    34       34       5974.0948         1903.1461  alive
    35        0        470.6227          466.7217  KNOCKED OUT
    35        1        506.5954          502.2724  KNOCKED OUT
    35        2        545.3177          540.4549  KNOCKED OUT
    35        3        586.9999          581.4196  KNOCKED OUT
    35        4        631.8681          625.3033  KNOCKED OUT
    35        5        680.1658          672.2198  KNOCKED OUT
    35        6        732.1552          722.2468  KNOCKED OUT
    35        7        788.1186          775.4115  KNOCKED OUT
    35        8        848.3595          831.6742  KNOCKED OUT
    35        9        913.2051          890.9111  KNOCKED OUT
    35       10        983.0072          952.8987  KNOCKED OUT
    35       11       1058.1448         1032.5477  alive
    35       12       1139.0256         1129.5546  alive
    35       13       1226.0886         1226.6337  alive
    35       14       1319.8064         1321.3828  alive
    35       15       1420.6877         1411.5693  alive
    35       16       1529.2800         1495.2903  alive
    35       17       1646.1727         1571.0902  alive
    35       18       1772.0002         1638.0262  alive
    35       19       1907.4456         1695.6794  alive
    35       20       2053.2439         1744.1157  alive
    35       21       2210.1865         1783.8082  alive
    35       22       2379.1253         1815.5356  alive
    35       23       2560.9771         1840.2725  alive
    35       24       2756.7290         1859.0844  alive
    35       25       2967.4435         1873.0375  alive
    35       26       3194.2643         1883.1312  alive
    35       27       3438.4224         1890.2520  alive
    35       28       3701.2431         1895.1507  alive
    35       29       3984.1529         1898.4367  alive
    35       30       4288.6873         1900.5856  alive
    35       31       4616.4992         1901.9557  alive
    35       32       4969.3679         1902.8071  alive
    35       33       5349.2086         1903.3227  alive
    35       34       5758.0830         1903.6270  alive
    35       35       6198.2103         1903.8020  alive
    36        0        453.6059          449.9111  KNOCKED OUT
    36        1        488.2779          484.2093  KNOCKED OUT
    36        2        525.6001          521.0635  KNOCKED OUT
    36        3        565.7751          560.6287  KNOCKED OUT
    36        4        609.0209          603.0505  KNOCKED OUT
    36        5        655.5723          648.4570  KNOCKED OUT
    36        6        705.6819          696.9472  KNOCKED OUT
    36        7        759.6217          748.5773  KNOCKED OUT
    36        8        817.6845          803.3448  KNOCKED OUT
    36        9        880.1853          861.1718  KNOCKED OUT
    36       10        947.4636          921.8876  KNOCKED OUT
    36       11       1019.8843          985.2143  KNOCKED OUT
    36       12       1097.8406         1081.6176  alive
    36       13       1181.7556         1179.3009  alive
    36       14       1272.0848         1275.8203  alive
    36       15       1369.3184         1368.8145  alive
    36       16       1473.9842         1456.1817  alive
    36       17       1586.6502         1536.2212  alive
    36       18       1707.9281         1607.7273  alive
    36       19       1838.4760         1670.0261  alive
    36       20       1979.0025         1722.9593  alive
    36       21       2130.2704         1766.8222  alive
    36       22       2293.1007         1802.2700  alive
    36       23       2468.3771         1830.2086  alive
    36       24       2657.0510         1851.6835  alive
    36       25       2860.1465         1867.7809  alive
    36       26       3078.7658         1879.5478  alive
    36       27       3314.0957         1887.9349  alive
    36       28       3567.4133         1893.7639  alive
    36       29       3840.0936         1897.7134  alive
    36       30       4133.6166         1900.3222  alive
    36       31       4449.5755         1902.0019  alive
    36       32       4789.6851         1903.0559  alive
    36       33       5155.7915         1903.7004  alive
    36       34       5549.8817         1904.0844  alive
    36       35       5974.0948         1904.3073  alive
    36       36       6430.7333         1904.4333  alive
    37        0        437.2044          433.6960  KNOCKED OUT
    37        1        470.6227          466.7792  KNOCKED OUT
    37        2        506.5954          502.3416  KNOCKED OUT
    37        3        545.3177          540.5403  KNOCKED OUT
    37        4        586.9999          581.5278  KNOCKED OUT
    37        5        631.8681          625.4433  KNOCKED OUT
    37        6        680.1658          672.4034  KNOCKED OUT
    37        7        732.1552          722.4890  KNOCKED OUT
    37        8        788.1186          775.7310  KNOCKED OUT
    37        9        848.3595          832.0930  KNOCKED OUT
    37       10        913.2051          891.4542  KNOCKED OUT
    37       11        983.0072          953.5932  KNOCKED OUT
    37       12       1058.1448         1033.6632  alive
    37       13       1139.0256         1131.3527  alive
    37       14       1226.0886         1229.0887  alive
    37       15       1319.8064         1324.4210  alive
    37       16       1420.6877         1415.0782  alive
    37       17       1529.2800         1499.1307  alive
    37       18       1646.1727         1575.1113  alive
    37       19       1772.0002         1642.0807  alive
    37       20       1907.4456         1699.6365  alive
    37       21       2053.2439         1747.8702  alive
    37       22       2210.1865         1787.2858  alive
    37       23       2379.1253         1818.6939  alive
    37       24       2560.9771         1843.0982  alive
    37       25       2756.7290         1861.5878  alive
    37       26       2967.4435         1875.2465  alive
    37       27       3194.2643         1885.0841  alive
    37       28       3438.4224         1891.9918  alive
    37       29       3701.2431         1896.7201  alive
    37       30       3984.1529         1899.8749  alive
    37       31       4288.6873         1901.9264  alive
    37       32       4616.4992         1903.2265  alive
    37       33       4969.3679         1904.0293  alive
    37       34       5349.2086         1904.5122  alive
    37       35       5758.0830         1904.7952  alive
    37       36       6198.2103         1904.9567  alive
    37       37       6671.9793         1905.0465  alive
    38        0        421.3959          418.0576  KNOCKED OUT
    38        1        453.6059          449.9639  KNOCKED OUT
    38        2        488.2779          484.2718  KNOCKED OUT
    38        3        525.6001          521.1395  KNOCKED OUT
    38        4        565.7751          560.7237  KNOCKED OUT
    38        5        609.0209          603.1722  KNOCKED OUT
    38        6        655.5723          648.6157  KNOCKED OUT
    38        7        705.6819          697.1563  KNOCKED OUT
    38        8        759.6217          748.8536  KNOCKED OUT
    38        9        817.6845          803.7087  KNOCKED OUT
    38       10        880.1853          861.6470  KNOCKED OUT
    38       11        947.4636          922.5005  KNOCKED OUT
    38       12       1019.8843          985.9926  KNOCKED OUT
    38       13       1097.8406         1083.0790  alive
    38       14       1181.7556         1181.4447  alive
    38       15       1272.0848         1278.5951  alive
    38       16       1369.3184         1372.1242  alive
    38       17       1473.9842         1459.8965  alive
    38       18       1586.6502         1540.1923  alive
    38       19       1707.9281         1611.8020  alive
    38       20       1838.4760         1674.0625  alive
    38       21       1979.0025         1726.8376  alive
    38       22       2130.2704         1770.4522  alive
    38       23       2293.1007         1805.5938  alive
    38       24       2468.3771         1833.1995  alive
    38       25       2657.0510         1854.3417  alive
    38       26       2860.1465         1870.1274  alive
    38       27       3078.7658         1881.6174  alive
    38       28       3314.0957         1889.7697  alive
